作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,评分
29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D6,12.0,0,36.63716806
29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D7,22.0,0,36.63716806
29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D8,20.0,0,36.63716806
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E1,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E2,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E3,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E4,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E5,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E6,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E7,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E8,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E9,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E10,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E11,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E12,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E13,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E14,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E15,0.6,0,43.66277614
29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E16,0.6,0,43.66277614
29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F1,0.6,0,43.66277614
29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F2,0.6,0,43.66277614
29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F3,0.6,0,43.66277614
29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F4,0.6,0,43.66277614
29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F1,0.6,0,39.91080205
29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F2,0.6,0,39.91080205
29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F3,0.6,0,39.91080205
29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F4,0.6,0,39.91080205
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D1,15.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D2,10.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D3,14.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D4,6.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D5,10.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D6,12.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D7,22.0,0,14.20588528
30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D8,20.0,0,14.20588528
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E1,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E2,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E3,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E4,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E5,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E6,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E7,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E8,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E9,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E10,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E11,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E12,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E13,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E14,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E15,0.6,0,16.31356771
30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E16,0.6,0,16.31356771
30,生菜,智慧大棚,第一季,5000.0,5.25,2000.0,1500.0,F1,0.6,0,16.31356771
30,生菜,智慧大棚,第一季,5000.0,5.25,2000.0,1500.0,F2,0.6,0,16.31356771
30,生菜,智慧大棚,第一季,5000.0,5.25,2000.0,1500.0,F3,0.6,0,16.31356771
30,生菜,智慧大棚,第一季,5000.0,5.25,2000.0,1500.0,F4,0.6,0,16.31356771
30,生菜,智慧大棚,第二季,4500.0,6.300000000000001,2200.0,1350.0,F1,0.6,0,16.10362464
30,生菜,智慧大棚,第二季,4500.0,6.300000000000001,2200.0,1350.0,F2,0.6,0,16.10362464
30,生菜,智慧大棚,第二季,4500.0,6.300000000000001,2200.0,1350.0,F3,0.6,0,16.10362464
30,生菜,智慧大棚,第二季,4500.0,6.300000000000001,2200.0,1350.0,F4,0.6,0,16.10362464
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D1,15.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D2,10.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D3,14.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D4,6.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D5,10.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D6,12.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D7,22.0,0,10.31487652
31,辣椒,水浇地,第一季,1600.0,7.25,1200.0,1200.0,D8,20.0,0,10.31487652
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E1,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E2,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E3,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E4,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E5,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E6,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E7,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E8,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E9,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E10,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E11,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E12,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E13,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E14,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E15,0.6,0,11.25162426
31,辣椒,普通大棚,第一季,2000.0,7.25,1200.0,1200.0,E16,0.6,0,11.25162426
31,辣椒,智慧大棚,第一季,2000.0,7.25,1200.0,1200.0,F1,0.6,0,11.25162426
31,辣椒,智慧大棚,第一季,2000.0,7.25,1200.0,1200.0,F2,0.6,0,11.25162426
31,辣椒,智慧大棚,第一季,2000.0,7.25,1200.0,1200.0,F3,0.6,0,11.25162426
31,辣椒,智慧大棚,第一季,2000.0,7.25,1200.0,1200.0,F4,0.6,0,11.25162426
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D1,15.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D2,10.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D3,14.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D4,6.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D5,10.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D6,12.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D7,22.0,0,27.603747
32,空心菜,水浇地,第一季,10000.0,4.5,5000.0,3600.0,D8,20.0,0,27.603747
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E1,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E2,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E3,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E4,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E5,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E6,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E7,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E8,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E9,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E10,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E11,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E12,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E13,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E14,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E15,0.6,0,32.28748572
32,空心菜,普通大棚,第一季,12000.0,4.5,5000.0,3600.0,E16,0.6,0,32.28748572
32,空心菜,智慧大棚,第一季,12000.0,4.5,5000.0,3600.0,F1,0.6,0,32.28748572
32,空心菜,智慧大棚,第一季,12000.0,4.5,5000.0,3600.0,F2,0.6,0,32.28748572
32,空心菜,智慧大棚,第一季,12000.0,4.5,5000.0,3600.0,F3,0.6,0,32.28748572
32,空心菜,智慧大棚,第一季,12000.0,4.5,5000.0,3600.0,F4,0.6,0,32.28748572
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D1,15.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D2,10.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D3,14.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D4,6.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D5,10.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D6,12.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D7,22.0,0,15.61350091
33,黄心菜,水浇地,第一季,5000.0,4.5,2500.0,1800.0,D8,20.0,0,15.61350091
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E1,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E2,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E3,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E4,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E5,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E6,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E7,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E8,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E9,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E10,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E11,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E12,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E13,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E14,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E15,0.6,0,17.95537027
33,黄心菜,普通大棚,第一季,6000.0,4.5,2500.0,1800.0,E16,0.6,0,17.95537027
33,黄心菜,智慧大棚,第一季,6000.0,4.5,2500.0,1800.0,F1,0.6,0,17.95537027
33,黄心菜,智慧大棚,第一季,6000.0,4.5,2500.0,1800.0,F2,0.6,0,17.95537027
33,黄心菜,智慧大棚,第一季,6000.0,4.5,2500.0,1800.0,F3,0.6,0,17.95537027
33,黄心菜,智慧大棚,第一季,6000.0,4.5,2500.0,1800.0,F4,0.6,0,17.95537027
34,芹菜,智慧大棚,第二季,6000.0,4.8,1200.0,1800.0,F1,0.6,0,18.40186954
34,芹菜,智慧大棚,第二季,6000.0,4.8,1200.0,1800.0,F2,0.6,0,18.40186954
34,芹菜,智慧大棚,第二季,6000.0,4.8,1200.0,1800.0,F3,0.6,0,18.40186954
34,芹菜,智慧大棚,第二季,6000.0,4.8,1200.0,1800.0,F4,0.6,0,18.40186954
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D1,15.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D2,10.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D3,14.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D4,6.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D5,10.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D6,12.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D7,22.0,0,60.84214179
35,大白菜,水浇地,第二季,5000.0,2.5,2000.0,150000.0,D8,20.0,0,60.84214179
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D1,15.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D2,10.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D3,14.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D4,6.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D5,10.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D6,12.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D7,22.0,0,42.77237078
36,白萝卜,水浇地,第二季,4000.0,2.5,500.0,100000.0,D8,20.0,0,42.77237078
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D1,15.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D2,10.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D3,14.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D4,6.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D5,10.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D6,12.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D7,22.0,0,20.8119988
37,红萝卜,水浇地,第二季,3000.0,3.25,500.0,36000.0,D8,20.0,0,20.8119988
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E1,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E2,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E3,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E4,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E5,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E6,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E7,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E8,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E9,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E10,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E11,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E12,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E13,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E14,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E15,0.6,0,69.93806037
38,榆黄菇,普通大棚,第二季,5000.0,57.5,3000.0,9000.0,E16,0.6,0,69.93806037
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E1,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E2,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E3,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E4,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E5,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E6,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E7,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E8,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E9,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E10,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E11,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E12,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E13,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E14,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E15,0.6,0,29.29928394
39,香菇,普通大棚,第二季,4000.0,19.0,2000.0,7199.999999999999,E16,0.6,0,29.29928394
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E1,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E2,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E3,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E4,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E5,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E6,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E7,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E8,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E9,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E10,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E11,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E12,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E13,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E14,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E15,0.6,0,42.90373362
40,白灵菇,普通大棚,第二季,10000.0,16.0,10000.0,18000.0,E16,0.6,0,42.90373362
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E1,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E2,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E3,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E4,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E5,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E6,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E7,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E8,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E9,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E10,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E11,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E12,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E13,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E14,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E15,0.6,0,100.0
41,羊肚菌,普通大棚,第二季,1000.0,100.0,10000.0,4200.0,E16,0.6,0,100.0
