,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,评分,作物类型,种植规模,是否种,年份,yield,area,cost,是否种豆
0,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E16,0.6,0,100.0,粮食,0.6,1.0,2023,630.2298490109022,0.6,48401.36585340464,0.0
1,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E8,0.6,0,100.0,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,-0.0
2,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E1,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
3,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E3,0.6,0,100.0,粮食,0.18000040054321287,0.0,2023,0.0,0.0,0.0,0.0
4,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E4,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
5,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E5,0.6,0,100.0,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,-0.0
6,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E6,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
7,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E7,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
8,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E2,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
9,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E9,0.6,0,100.0,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
10,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E11,0.6,0,100.0,粮食,0.4818733978271485,1.0,2023,506.15166459162367,0.4818733978271485,38872.21770542503,0.0
11,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E12,0.6,0,100.0,粮食,0.6,1.0,2023,630.2298490109022,0.6,48401.36585340464,0.0
12,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E13,0.6,0,100.0,粮食,0.5998938560485839,-0.0,2023,-0.0,-0.0,-0.0,-0.0
13,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E14,0.6,0,100.0,粮食,0.6,1.0,2023,630.2298490109022,0.6,48401.36585340464,0.0
14,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E15,0.6,0,100.0,粮食,0.6,1.0,2023,630.2298490109022,0.6,48401.36585340464,0.0
15,41,羊肚菌,普通大棚,第二季,1050.383081684837,100.0,80668.94308900773,3214.541615331994,E10,0.6,0,100.0,粮食,0.599999599456787,1.0,2023,630.2294282870878,0.599999599456787,48401.33354200699,0.0
16,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E9,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
17,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E4,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
18,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E5,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
19,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E6,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
20,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E7,0.6,0,69.93806037,粮食,0.18000080108642577,0.0,2023,0.0,0.0,0.0,0.0
21,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E8,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
22,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E13,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
23,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E10,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
24,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E11,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
25,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E12,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
26,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E14,0.6,0,69.93806037,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
27,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E15,0.6,0,69.93806037,粮食,0.18,-0.0,2023,-0.0,-0.0,-0.0,0.0
28,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E2,0.6,0,69.93806037,粮食,0.6,1.0,2023,3151.1492450545106,0.6,14520.409756021392,0.0
29,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E3,0.6,0,69.93806037,粮食,0.6,1.0,2023,3151.1492450545106,0.6,14520.409756021392,0.0
30,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E16,0.6,0,69.93806037,粮食,0.18,1.0,2023,945.3447735163531,0.18,4356.122926806417,0.0
31,38,榆黄菇,普通大棚,第二季,5251.9154084241845,57.5,24200.68292670232,6888.303461425701,E1,0.6,0,69.93806037,粮食,0.6,1.0,2023,3151.1492450545106,0.6,14520.409756021392,0.0
32,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D8,20.0,0,60.84214179,粮食,6.0,0.0,2023,0.0,0.0,0.0,0.0
33,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D7,22.0,0,60.84214179,粮食,6.6,0.0,2023,0.0,0.0,0.0,0.0
34,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D6,12.0,0,60.84214179,粮食,3.6,0.0,2023,0.0,0.0,0.0,0.0
35,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D5,10.0,0,60.84214179,粮食,3.0,0.0,2023,0.0,0.0,0.0,0.0
36,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D4,6.0,0,60.84214179,粮食,5.999995994567871,1.0,2023,31511.47141435439,5.999995994567871,96802.66708401401,0.0
37,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D3,14.0,0,60.84214179,粮食,14.0,1.0,2023,73526.81571793859,14.0,225873.04064922172,0.0
38,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D1,15.0,0,60.84214179,粮食,4.5,0.0,2023,0.0,0.0,0.0,0.0
39,35,大白菜,水浇地,第二季,5251.9154084241845,2.5,16133.78861780155,114805.05769042834,D2,10.0,0,60.84214179,粮食,10.0,1.0,2023,52519.15408424185,10.0,161337.8861780155,0.0
40,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A1,80.0,0,58.79828283,粮食,80.0,-0.0,2023,-0.0,-0.0,-0.0,-0.0
41,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A6,55.0,0,58.79828283,粮食,16.5,0.0,2023,0.0,0.0,0.0,0.0
42,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A5,68.0,0,58.79828283,粮食,20.4,0.0,2023,0.0,0.0,0.0,0.0
43,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A4,72.0,0,58.79828283,粮食,21.6,0.0,2023,0.0,0.0,0.0,0.0
44,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A3,35.0,0,58.79828283,粮食,10.5,0.0,2023,0.0,0.0,0.0,0.0
45,6,小麦,平旱地,第一季,840.3064653478696,3.5,3630.1024390053476,1161570.131428222,A2,55.0,0,58.79828283,粮食,16.5,0.0,2023,0.0,0.0,0.0,0.0
46,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B10,25.0,0,58.70460806,粮食,7.5,0.0,2023,0.0,0.0,0.0,0.0
47,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B13,35.0,0,58.70460806,粮食,10.5,0.0,2023,0.0,0.0,0.0,0.0
48,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B14,20.0,0,58.70460806,粮食,6.0,0.0,2023,0.0,0.0,0.0,0.0
49,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B1,60.0,0,58.70460806,粮食,59.99995994567871,1.0,2023,47897.43654981867,59.99995994567871,217806.00093903145,0.0
50,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B2,46.0,0,58.70460806,粮食,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
51,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B3,40.0,0,58.70460806,粮食,12.00002670288086,0.0,2023,0.0,0.0,0.0,0.0
52,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B4,28.0,0,58.70460806,粮食,8.4,0.0,2023,0.0,0.0,0.0,0.0
53,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B5,25.0,0,58.70460806,粮食,7.5,0.0,2023,0.0,0.0,0.0,0.0
54,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B6,86.0,0,58.70460806,粮食,25.8,0.0,2023,0.0,0.0,0.0,0.0
55,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B7,55.0,0,58.70460806,粮食,52.44277191162109,0.0,2023,0.0,0.0,0.0,0.0
56,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B8,44.0,0,58.70460806,粮食,13.2,0.0,2023,0.0,0.0,0.0,0.0
57,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B9,50.0,0,58.70460806,粮食,15.0,0.0,2023,0.0,0.0,0.0,0.0
58,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B11,60.0,0,58.70460806,粮食,18.0,0.0,2023,0.0,0.0,0.0,0.0
59,6,小麦,梯田,第一季,798.2911420804759,3.5,3630.1024390053476,1161570.131428222,B12,45.0,0,58.70460806,粮食,13.5,0.0,2023,0.0,0.0,0.0,0.0
60,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C1,15.0,0,58.61093328,粮食,4.5,0.0,2023,0.0,0.0,0.0,0.0
61,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C2,13.0,0,58.61093328,粮食,3.9,0.0,2023,0.0,0.0,0.0,-0.0
62,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C3,15.0,0,58.61093328,粮食,4.5,0.0,2023,0.0,0.0,0.0,0.0
63,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C4,18.0,0,58.61093328,粮食,5.4,0.0,2023,0.0,0.0,0.0,0.0
64,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C5,27.0,0,58.61093328,粮食,26.995097351074214,1.0,2023,20415.739353122528,26.995097351074214,97994.96873532131,0.0
65,6,小麦,山坡地,第一季,756.2758188130825,3.5,3630.1024390053476,1161570.131428222,C6,20.0,0,58.61093328,粮食,6.0,0.0,2023,0.0,0.0,0.0,0.0
66,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A1,80.0,0,46.65458073,粮食,24.0,0.0,2023,0.0,0.0,0.0,0.0
67,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A2,55.0,0,46.65458073,粮食,45.299510955810554,1.0,2023,47581.83991658032,45.299510955810554,182713.18356270823,0.0
68,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A6,55.0,0,46.65458073,粮食,16.5,0.0,2023,0.0,0.0,0.0,0.0
69,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A5,68.0,0,46.65458073,粮食,20.4,0.0,2023,0.0,0.0,0.0,0.0
70,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A4,72.0,0,46.65458073,粮食,21.69920654296875,0.0,2023,0.0,0.0,0.0,0.0
71,7,玉米,平旱地,第一季,1050.383081684837,3.0,4033.4471544503876,911005.7261416699,A3,35.0,0,46.65458073,粮食,35.0,1.0,2023,36763.407858969294,35.0,141170.65040576356,0.0
72,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B6,86.0,0,46.53748726,粮食,25.8,0.0,2023,0.0,0.0,0.0,0.0
73,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B14,20.0,0,46.53748726,粮食,6.0,0.0,2023,0.0,0.0,0.0,0.0
74,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B13,35.0,0,46.53748726,粮食,10.5,0.0,2023,0.0,0.0,0.0,0.0
75,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B12,45.0,0,46.53748726,粮食,45.0,1.0,2023,44903.87674202677,45.0,181505.12195026744,0.0
76,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B5,25.0,0,46.53748726,粮食,7.5,0.0,2023,0.0,0.0,0.0,0.0
77,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B10,25.0,0,46.53748726,粮食,7.5,0.0,2023,0.0,0.0,0.0,0.0
78,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B9,50.0,0,46.53748726,粮食,15.0,-0.0,2023,-0.0,-0.0,-0.0,-0.0
79,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B8,44.0,0,46.53748726,粮食,13.2,0.0,2023,0.0,0.0,0.0,0.0
80,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B1,60.0,0,46.53748726,粮食,18.0,0.0,2023,0.0,0.0,0.0,0.0
81,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B2,46.0,0,46.53748726,粮食,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
82,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B3,40.0,0,46.53748726,粮食,12.0,0.0,2023,0.0,0.0,0.0,0.0
83,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B4,28.0,0,46.53748726,粮食,8.4,0.0,2023,0.0,0.0,0.0,0.0
84,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B7,55.0,0,46.53748726,粮食,16.5,-0.0,2023,-0.0,-0.0,-0.0,-0.0
85,7,玉米,梯田,第一季,997.8639276005949,3.0,4033.4471544503876,911005.7261416699,B11,60.0,0,46.53748726,粮食,18.0,0.0,2023,0.0,0.0,0.0,0.0
86,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C1,15.0,0,46.42039379,粮食,4.5,0.0,2023,0.0,0.0,0.0,0.0
87,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C2,13.0,0,46.42039379,粮食,3.9,0.0,2023,0.0,0.0,0.0,0.0
88,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C3,15.0,0,46.42039379,粮食,4.5,0.0,2023,0.0,0.0,0.0,0.0
89,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C4,18.0,0,46.42039379,粮食,5.4,0.0,2023,0.0,0.0,0.0,0.0
90,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C6,20.0,0,46.42039379,粮食,6.0,0.0,2023,0.0,0.0,0.0,0.0
91,7,玉米,山坡地,第一季,945.3447735163533,3.0,4033.4471544503876,911005.7261416699,C5,27.0,0,46.42039379,粮食,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
92,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E2,0.6,0,43.66277614,粮食,0.18,1.0,2023,2836.03432054906,0.18,5082.143414607488,0.0
93,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E3,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
94,29,黄瓜,智慧大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,F2,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
95,29,黄瓜,智慧大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,F1,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
96,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E16,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
97,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E15,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
98,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E14,0.6,0,43.66277614,粮食,0.6,1.0,2023,9453.447735163532,0.6,16940.478048691628,0.0
99,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E13,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
100,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E12,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
101,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E11,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
102,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E10,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
103,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E9,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
104,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E8,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
105,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E7,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
106,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E6,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
107,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E5,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
108,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E4,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
109,29,黄瓜,智慧大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,F3,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
110,29,黄瓜,智慧大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,F4,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
111,29,黄瓜,普通大棚,第一季,15755.746225272555,7.0,28234.130081152714,6888.303461425701,E1,0.6,0,43.66277614,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
112,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E11,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
113,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E10,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
114,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E16,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
115,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E15,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
116,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E14,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
117,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E13,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
118,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E12,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
119,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E1,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
120,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E9,0.6,0,42.90373362,粮食,0.6,1.0,2023,6302.298490109021,0.6,48401.36585340464,0.0
121,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E8,0.6,0,42.90373362,粮食,0.6,1.0,2023,6302.298490109021,0.6,48401.36585340464,0.0
122,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E7,0.6,0,42.90373362,粮食,0.6,1.0,2023,6302.298490109021,0.6,48401.36585340464,0.0
123,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E6,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
124,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E5,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
125,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E4,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
126,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E3,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
127,40,白灵菇,普通大棚,第二季,10503.830816848369,16.0,80668.94308900773,13776.606922851402,E2,0.6,0,42.90373362,粮食,0.18,0.0,2023,0.0,0.0,0.0,0.0
128,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D5,10.0,0,42.77237078,粮食,10.0,1.0,2023,42015.323267393476,10.0,40334.471544503875,0.0
129,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D3,14.0,0,42.77237078,粮食,4.2,0.0,2023,0.0,0.0,0.0,0.0
130,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D4,6.0,0,42.77237078,粮食,1.7999999999999998,0.0,2023,0.0,0.0,0.0,0.0
131,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D8,20.0,0,42.77237078,粮食,6.00001335144043,1.0,2023,25209.25005694466,6.00001335144043,24200.736779031733,0.0
132,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D6,12.0,0,42.77237078,粮食,3.6,0.0,2023,0.0,0.0,0.0,0.0
133,36,白萝卜,水浇地,第二季,4201.532326739348,2.5,4033.4471544503876,76536.70512695223,D1,15.0,0,42.77237078,粮食,15.0,1.0,2023,63022.98490109022,15.0,60501.70731675581,0.0
